,D2,D5,D7,D10,D14,D15,D19,D27,D31,D32,D36,D38,D39,D47,D48,D49,D54,D56,D61,D62,D64,D66,D67,D69,D74,D75,D84,D87,D95,D99,D103,D107,target
529,0.588888532,0.0446,0.104699831,0.0848,0.125912274,0.512823209,0.588653117,0.0,0.495085844,0.335134854,0.16666667,0.344746102,0.0574,0.496836474,0.425216347,0.329758381,0.0827,0.0,0.317075607,0.447266761,0.0,0.0,0.217595952,0.376979509,0.508831395,0.366140017,0.294838172,0.51101371,0.133619895,0.820989693,0.220372606,0.549452372,1
530,0.59078046,0.115374436,0.112335905,0.0957,0.119726155,0.512088224,0.369565795,0.0,0.348461857,0.201186459,0.16666667,0.230705,0.132502548,0.393572674,0.299397249,0.212332341,0.0827,0.0,0.16411558,0.314821209,0.0,0.0,0.18790733,0.235816459,0.364314263,0.228503212,0.206523504,0.460790115,0.0207,0.677968566,0.221935909,0.559389509,1
531,0.459843141,0.152878424,0.192011031,0.102525681,0.137440644,0.629348961,0.125064869,0.0,0.113820914,0.0517,0.0,0.106199824,0.2995485,0.254150225,0.0,0.0,0.0,0.0,0.0978,0.0,0.0244,0.0,0.215785672,0.0,0.212710344,0.0,0.0795,0.235985417,0.000699,0.498881128,0.463761516,0.748377835,0
532,0.449293257,0.147889882,0.399122016,0.351440657,0.140409573,0.680019107,0.120877773,1.0,0.0438,0.0931,0.0,0.0354,0.47147121,0.298689597,0.0,0.0,0.0,0.0,0.13763448,0.0,0.0,0.0879,0.262298195,0.0,0.234550229,0.0,0.056,0.192051452,0.00213,0.487914156,0.373076176,0.756405725,1
533,0.618687955,0.314042626,0.157689006,0.147286972,0.293651477,0.545620104,0.389414401,1.0,0.103591487,0.0301,0.0,0.0,0.0,0.469494362,0.0,0.0,0.0,0.0573,0.749610555,0.0,0.0144,0.0,0.0,0.0,0.32896012,0.0639,0.255509824,0.518609279,0.000451,0.424361982,0.281616315,0.608556318,0
534,0.699226968,0.14000378,0.219171943,0.202741036,0.140225683,0.533694439,0.120997834,0.0,0.0432,0.0895,0.0,0.0399,0.0,0.0926,0.132499124,0.0783,0.19418717,0.0625,0.0102,0.0331,0.0,0.019,0.105358438,0.134915477,0.0743,0.405516356,0.0449,0.263603621,0.000744,0.549569626,0.196779468,0.673456965,1
535,0.658679097,0.196170875,0.292321768,0.317538277,0.180196113,0.551219344,0.0498,1.0,0.0216,0.105881442,0.0,0.0,0.0,0.0566,0.00946,0.0,0.0,0.119794754,0.0833,0.0331,0.0,0.0,0.0,0.0181,0.0845,0.0,0.0125,0.323853855,6.07e-06,0.280824001,0.286527515,0.718126537,1
536,0.379444815,0.111743579,0.377239677,0.332433133,0.0729,0.657067698,0.114906261,1.0,0.0324,0.113772785,0.0,0.116629481,0.375381518,0.305831025,0.0,0.0,0.0,0.0,0.0709,0.0,0.0,0.101199514,0.286748747,0.0,0.240991868,0.0,0.0818,0.148117318,0.00646,0.549035002,0.372424595,0.787948816,1
537,0.59637187,0.0997,0.163762999,0.106384171,0.116344964,0.454215657,0.157080767,0.0,0.126897503,0.0834,0.0,0.131107752,0.192573765,0.226207802,0.031,0.0,0.0624,0.0,0.134585029,0.0,0.0537,0.0142,0.243664014,0.036,0.205459146,0.109266467,0.0652,0.208367213,0.000729,0.592558067,0.408952479,0.740186202,0
538,0.752622376,0.152920926,0.243958427,0.285221549,0.176927888,0.443974205,0.131919436,1.0,0.111014234,0.103077989,0.222649984,0.0342,0.0,0.135144618,0.211630303,0.221782109,0.181072484,0.152126484,0.120813252,0.151077674,0.225600418,0.0629,0.0794,0.183637765,0.0922,0.471787984,0.0388,0.362774162,0.000453,0.6158919,0.131614962,0.560368625,1
539,0.549319882,0.287374187,0.277626573,0.193899287,0.0717,0.650102277,0.0627,0.0,0.130599369,0.0984,0.0,0.0399,0.0,0.0933,0.0,0.0,0.0,0.284696756,0.0,0.0,0.0,0.0,0.111513405,0.0688,0.0683,0.189955427,0.0,0.395406193,1.4e-05,0.493412577,0.206145025,0.732200312,0
540,0.551969604,0.135816743,0.296363373,0.332191977,0.0862,0.498165851,0.139334794,0.0,0.102531253,0.113772785,0.0,0.145520406,0.22522892,0.289703891,0.102983818,0.0491,0.10760756,0.0,0.0768,0.143658037,0.0,0.10210308,0.260680671,0.0668,0.231532447,0.1001644,0.045,0.335155789,0.000554,0.657060768,0.241299917,0.677788788,0
541,0.439239529,0.334193442,0.274802836,0.186160712,0.046,0.577561087,0.162533381,1.0,0.207564606,0.134458748,0.0,0.068,0.384384558,0.27800573,0.00946,0.0,0.0,0.0,0.0709,0.0331,0.0,0.0,0.34735623,0.0133,0.298922416,0.0,0.0,0.395405854,0.000114,0.693906707,0.444287355,0.776848846,1
542,0.52279999,0.19986214,0.336465242,0.263123105,0.093,0.575312461,0.0843,0.0,0.0597,0.0776,0.16666667,0.048,0.207578864,0.184798451,0.0607,0.0558,0.0288,0.0,0.0709,0.104940402,0.0,0.0258,0.158218692,0.038,0.148080513,0.0805,0.026,0.307537924,0.000223,0.474764264,0.258362491,0.669508373,1
543,0.644708095,0.170685816,0.335704269,0.279444881,0.129377395,0.574199621,0.0902,1.0,0.0946,0.108080168,0.0759,0.104220475,0.0,0.144427337,0.137590549,0.0254,0.0263,0.214626483,0.0768,0.0544,0.166666669,0.0136,0.104272273,0.0844,0.137824436,0.158757243,0.0734,0.344028008,0.000139,0.501128892,0.180309464,0.581830963,1
544,0.596548393,0.146924421,0.3777205,0.368820007,0.108111973,0.574192371,0.130156785,1.0,0.0677,0.123540219,0.0759,0.0332,0.300305209,0.282151811,0.179368938,0.0254,0.0475,0.152126484,0.00587,0.0932,0.166666669,0.0136,0.260680671,0.091,0.204126275,0.198333124,0.0372,0.335155789,0.000479,0.62017286,0.170238233,0.575236205,0
545,0.570753352,0.231492745,0.375518781,0.346961387,0.0845,0.603339572,0.0352,0.0,0.159768539,0.0473,0.0,0.043,0.0,0.0531,0.0429,0.0,0.124753312,0.0,0.0709,0.0,0.0,0.0,0.0763,0.0373,0.104749142,0.0,0.0137,0.323853855,2.19e-05,0.332879874,0.320038456,0.760729878,0
546,0.489785244,0.192002759,0.419540231,0.394979195,0.0749,0.608528022,0.0479,0.0,0.0905,0.0724,0.0,0.0332,0.150152604,0.121969568,0.0215,0.0,0.0624,0.0,0.0,0.0,0.0,0.0253,0.181209282,0.0186,0.133960359,0.0,0.0177,0.252301517,0.000126,0.40013755,0.311070732,0.778837762,0
547,0.5319729,0.164765107,0.168943581,0.139851173,0.0966,0.556473232,0.169276146,1.0,0.146576204,0.191508391,0.16666667,0.00506,0.189928795,0.169916532,0.121376985,0.0558,0.0288,0.187499999,0.141804444,0.209880801,0.0433,0.0,0.08,0.0761,0.198103507,0.18374064,0.0973,0.362774162,0.000587,0.609136509,0.263954778,0.675372515,1
548,0.583543677,0.161755547,0.341440978,0.323488655,0.105349128,0.594656591,0.0546,1.0,0.0424,0.0886,0.0,0.0332,0.112614459,0.104773986,0.0309,0.0,0.0624,0.0,0.0,0.0331,0.0,0.0,0.103638676,0.0368,0.118087125,0.0,0.0313,0.208367383,0.000273,0.407346653,0.275710777,0.70754544,1
549,0.598169537,0.127509602,0.200263606,0.204436323,0.107963678,0.511783602,0.116230562,0.0,0.0112,0.188094949,0.29347048,0.0663,0.22522892,0.228524683,0.10246687,0.0982,0.0614,0.0,0.0785,0.143658037,0.0,0.0,0.263034042,0.0587,0.18994076,0.121177023,0.0618,0.219669486,0.00261,0.547390675,0.223231203,0.680014661,0
550,0.549319882,0.227239037,0.30873965,0.263475851,0.0767,0.601187198,0.048,0.0,0.181391005,0.0473,0.0,0.0199,0.0574,0.0684,0.0429,0.0,0.124753312,0.0,0.0709,0.0,0.0,0.0,0.104181754,0.0373,0.121819399,0.0,0.0097,0.323853855,3.08e-05,0.389370023,0.349940374,0.76114478,0
551,0.544047285,0.25928342,0.370969217,0.315628962,0.142260044,0.673037529,0.108301292,1.0,0.0991,0.0414,0.0,0.0101,0.150152604,0.198564583,0.0,0.0,0.0,0.0,0.248206936,0.0,0.0,0.0,0.160959896,0.0,0.176068619,0.0,0.0217,0.351471889,5.48e-05,0.41640709,0.333086306,0.729127244,0
552,0.608727628,0.361639642,0.145301039,0.161246205,0.0962,0.428190888,0.16148734,0.0,0.23231386,0.031,0.0,0.0199,0.200813851,0.270172486,0.154217253,0.164313337,0.0686,0.101729684,0.260867634,0.215487044,0.0734,0.0,0.0818,0.0961,0.219608368,0.202778166,0.0811,0.498434957,0.000242,0.536788185,0.239135192,0.58383879,0
553,0.506370718,0.34551572,0.377280639,0.322044384,0.0521,0.662136712,0.0425,0.0,0.0705,0.0596,0.0,0.0859,0.0375,0.119019538,0.0,0.0,0.0,0.142348377,0.141804444,0.0,0.0,0.0,0.0261,0.0344,0.083,0.095,0.0153,0.423024396,5.06e-06,0.345124422,0.325278643,0.746489702,0
554,0.379444815,0.149766462,0.356909731,0.333131552,0.074,0.622198136,0.074,1.0,0.0216,0.0827,0.0,0.0503,0.300305209,0.211598516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0506,0.236422905,0.0,0.167941214,0.0,0.0527,0.164433418,0.00147,0.4458804,0.358393717,0.771707117,1
555,0.588820573,0.126523357,0.334846372,0.341113696,0.0968,0.542850881,0.142518365,1.0,0.069,0.134458748,0.0,0.0893,0.262767054,0.271342477,0.0388,0.0391,0.0,0.0,0.034,0.0,0.0,0.0524,0.260680671,0.0784,0.246712569,0.0,0.0424,0.263603451,0.00128,0.595852015,0.264466208,0.695671488,1
556,0.387309786,0.23962105,0.359627305,0.312753276,0.0433,0.655291591,0.0502,0.0,0.0649,0.0414,0.0,0.0859,0.163682618,0.16035338,0.0,0.0,0.0,0.0,0.141804444,0.0,0.0,0.0,0.104272273,0.0,0.136562067,0.0,0.0354,0.351471889,3.05e-05,0.376305201,0.522209573,0.788725001,0
557,0.679969457,0.2754695,0.302258966,0.324529252,0.124747619,0.3620959,0.0747,1.0,0.0635,0.057,0.0759,0.0761,0.0375,0.151740981,0.153252453,0.0254,0.0263,0.152126484,0.0826,0.0213,0.166666669,0.0271,0.126810292,0.1038946,0.104169385,0.158757243,0.0374,0.406708296,6.71e-05,0.44010238,0.168378891,0.575085828,0
558,0.505247215,0.116754705,0.123880939,0.0463,0.0792,0.431673047,0.262692561,0.0,0.362368691,0.0207,0.16666667,0.301698825,0.152390649,0.381616222,0.132316764,0.144001843,0.0483,0.0758,0.354511116,0.143658037,0.199728909,0.0,0.247284575,0.096,0.32671973,0.129406921,0.354273498,0.411994857,0.0065,0.664446629,0.373150432,0.629388898,0
559,0.682514016,0.501251812,0.15218838,0.168249663,0.214875209,0.517390427,0.26321268,0.0,0.119037372,0.100307393,0.0,0.0,0.0,0.157754539,0.337825884,0.0783,0.35802132,0.124999999,0.0,0.341454747,0.0,0.0,0.0,0.183955928,0.133684412,0.10773246,0.0963,0.578859175,8.58e-05,0.580266824,0.123607645,0.404772563,1
560,0.560939183,0.284574713,0.261698444,0.250226479,0.373720575,0.559810985,0.168286035,1.0,0.087,0.0,0.0,0.0,0.324681919,0.186920207,0.0,0.0,0.0,0.056,0.266439985,0.0,0.0,0.0,0.0,0.0,0.145518651,0.0,0.0852,0.423024396,2.87e-06,0.287715317,0.683752025,0.734359198,1
561,0.493893148,0.249006977,0.227997163,0.255946935,0.0552,0.504470151,0.093,0.0,0.163696802,0.0414,0.0,0.325443801,0.0,0.250363534,0.0,0.0,0.0,0.0,0.0117,0.0,0.0204,0.0271,0.104272273,0.00937,0.229170253,0.0,0.0634,0.406708127,8.45e-05,0.494036619,0.544315139,0.78169286,1
562,0.731189102,0.300716265,0.367355716,0.320024185,0.171678651,0.572709039,0.096,1.0,0.0946,0.0506,0.151829477,0.0711,0.0,0.1743421,0.256271002,0.0508,0.0527,0.304252973,0.0826,0.0427,0.333333344,0.0271,0.0782,0.132529254,0.108518912,0.317514491,0.0349,0.4343265,0.000103,0.461434588,0.102009083,0.561239517,1
563,0.685246587,0.251696511,0.158767574,0.151028255,0.147710155,0.431045086,0.234296009,0.0,0.108757088,0.0935,0.16666667,0.104220475,0.296078168,0.316832821,0.141771825,0.144001843,0.0483,0.138317505,0.319540142,0.143658037,0.156430634,0.0,0.106082552,0.109375678,0.248011328,0.129406921,0.111233091,0.489562738,0.000348,0.642907227,0.218965191,0.606659982,0
564,0.510304405,0.145615467,0.288213547,0.275861123,0.0809,0.362084833,0.0825,1.0,0.0946,0.0724,0.0,0.122491413,0.112614459,0.17103519,0.0256,0.0,0.0669,0.0,0.0176,0.0,0.0,0.129210093,0.258960902,0.055,0.163034533,0.0,0.0473,0.235985417,0.0007,0.508460308,0.328545892,0.750704186,1
565,0.643139474,0.125224149,0.247620235,0.205064468,0.135757383,0.574070818,0.146385095,1.0,0.210737185,0.0609,0.151829477,0.110158527,0.0,0.204415683,0.256271002,0.0508,0.0527,0.304252973,0.0117,0.0427,0.333333344,0.0584,0.215785672,0.132529254,0.174038576,0.317514491,0.0804,0.274905893,0.00383,0.586752068,0.156406026,0.580818733,1
566,0.590053733,0.205137481,0.18641431,0.198957272,0.106389614,0.444035236,0.0754,0.0,0.0649,0.129581787,0.0,0.106538771,0.0,0.102484735,0.044,0.0,0.074,0.0,0.00495,0.0,0.113858428,0.0114,0.0248,0.0814,0.0804,0.336697925,0.0465,0.307537755,0.000178,0.424352719,0.320989518,0.69515474,1
567,0.478143707,0.0795,0.206939206,0.123123643,0.0637,0.513969081,0.297571484,0.0,0.465519571,0.0724,0.16666667,0.116324968,0.538301161,0.433722928,0.0735,0.0558,0.0288,0.0551,0.14766951,0.10559925,0.0188,0.0449,0.544895021,0.0427,0.443609825,0.0964,0.0607,0.29122284,0.00379,0.784550771,0.417232723,0.668272174,1
568,0.640995014,0.153448569,0.406175378,0.372730548,0.142472878,0.57177604,0.133798478,1.0,0.0367,0.107634116,0.0,0.0203,0.262767054,0.286525041,0.256271002,0.0508,0.0527,0.304252973,0.0117,0.0427,0.333333344,0.115054211,0.208544548,0.132529254,0.174038576,0.317514491,0.0659,0.274905893,0.0033,0.520868949,0.140553672,0.550223013,1
569,0.751121363,0.282002021,0.312651369,0.323871359,0.442854444,0.556631909,0.182732426,1.0,0.0,0.0727,0.0,0.105062571,0.267255647,0.26302397,0.0607,0.0558,0.0288,0.0625,0.29330663,0.104940402,0.0,0.0,0.0,0.038,0.169956236,0.0913,0.159682349,0.406708127,4.84e-05,0.403047734,0.263948385,0.665542237,1
570,0.449293257,0.142124002,0.399641732,0.352825804,0.140409573,0.68083857,0.120877773,1.0,0.0438,0.0931,0.0,0.0354,0.47147121,0.298689597,0.0,0.0,0.0,0.0,0.13763448,0.0,0.0,0.0879,0.262298195,0.0,0.234550229,0.0,0.0558,0.192051452,0.00212,0.506458115,0.373076176,0.756604404,1
571,0.606254507,0.145059337,0.116942051,0.1132911,0.166496831,0.517243254,0.306935168,0.0,0.0492,0.176086441,0.16666667,0.0761,0.0,0.258032971,0.427151877,0.408042396,0.0711,0.138317505,0.115524503,0.248598448,0.0831,0.0,0.0261,0.35071659,0.171541524,0.147970174,0.14045673,0.523470064,0.00838,0.658568603,0.124096454,0.533838304,1
572,0.603220709,0.234412479,0.386412627,0.372025347,0.139275353,0.597018446,0.0958,0.0,0.0545,0.0414,0.0,0.159870704,0.0906,0.210001085,0.0,0.0,0.0,0.0,0.151838225,0.0,0.00507,0.0,0.104272273,0.0,0.16485048,0.0,0.0389,0.351472058,4.15e-05,0.425380565,0.388293177,0.748444669,0
573,0.489785244,0.227239037,0.282733265,0.317825159,0.0576,0.504653482,0.0455,1.0,0.0494,0.0517,0.0,0.109452518,0.112614459,0.149275523,0.000517,0.0,0.0669,0.0,0.00587,0.0,0.0,0.10210308,0.130340334,0.0174,0.129190738,0.0,0.00886,0.323853855,3.08e-05,0.389370023,0.406811359,0.775849071,0
574,0.483176394,0.254324885,0.311400263,0.258607844,0.0677,0.59317172,0.0634,0.0,0.0541,0.0619,0.0,0.0531,0.170040706,0.152440171,0.0293,0.0391,0.0,0.0,0.0821,0.0,0.0,0.0,0.132150615,0.0293,0.128625444,0.0,0.0177,0.351472058,4.15e-05,0.392299489,0.31867579,0.718360987,0
575,0.762079513,0.212721234,0.236856827,0.27221533,0.225607995,0.507087512,0.0943,0.0,0.0604,0.0734,0.0,0.0997,0.0,0.0867,0.0215,0.0,0.0142,0.110146179,0.224572951,0.0,0.0,0.0,0.0,0.069,0.0908,0.11144151,0.0464,0.279919551,8.36e-05,0.348217792,0.332706668,0.757618152,0
576,0.716643746,0.512864746,0.188688402,0.168887419,0.159664638,0.424712485,0.119719564,1.0,0.130738987,0.0,0.0,0.111300727,0.12672314,0.210004418,0.110127146,0.0294,0.0441,0.279175141,0.141804444,0.021,0.422122473,0.0,0.0,0.165401254,0.0962,0.232128483,0.0608,0.505878838,4.5e-05,0.5094632,0.141707831,0.544489044,1
577,0.623205298,0.181054718,0.337105811,0.300143824,0.147810289,0.59308269,0.157297546,0.0,0.0666,0.103079395,0.0,0.178674547,0.181225677,0.269181415,0.0587,0.0783,0.0,0.0,0.188891257,0.0,0.0,0.0,0.184286753,0.0585,0.216175786,0.0,0.0756,0.362773993,0.00039,0.54500623,0.227832595,0.698936323,1
578,0.385024431,0.263255056,0.339251327,0.290190953,0.0421,0.652896801,0.0634,0.0,0.0973,0.031,0.0,0.139049441,0.119379459,0.175697632,0.0,0.0,0.0,0.0,0.212706659,0.0,0.0,0.0,0.0782,0.0,0.15363233,0.0,0.0484,0.379090093,4.08e-05,0.385177915,0.5825332,0.789955656,0
579,0.48415921,0.305799115,0.293688106,0.252481301,0.0607,0.573600128,0.0453,0.0,0.108544634,0.0,0.0,0.043,0.0574,0.09,0.0512,0.0,0.0211,0.0,0.141804444,0.0718,0.0,0.0,0.0279,0.0247,0.0806,0.0396,0.0153,0.423024396,2.87e-06,0.287715317,0.318872002,0.707109501,0
580,0.387309786,0.132720757,0.31332597,0.262602307,0.0656,0.621977492,0.119920305,1.0,0.0541,0.113772785,0.0,0.0835,0.432807775,0.313386015,0.0,0.0,0.0,0.0,0.0709,0.0,0.0,0.0759,0.314627103,0.0,0.253292501,0.0,0.0579,0.192051283,0.00261,0.536525032,0.39134356,0.768379473,0
581,0.643139474,0.111619608,0.308885501,0.371867946,0.116172915,0.362107411,0.141885832,1.0,0.0847,0.12944274,0.0759,0.0893,0.187690762,0.281572291,0.153252453,0.0254,0.0263,0.152126484,0.0235,0.0213,0.166666669,0.0795,0.309286759,0.139644529,0.208758857,0.158757243,0.0511,0.291221824,0.00145,0.640248286,0.19329437,0.576090691,1
582,0.576863897,0.170444054,0.405825475,0.370883685,0.1077224,0.574141332,0.100128307,1.0,0.0,0.113565074,0.0759,0.0944,0.22522892,0.262121969,0.128135499,0.0254,0.0263,0.152126484,0.00587,0.0213,0.166666669,0.0642,0.234612624,0.0663,0.174755401,0.158757243,0.0429,0.263603451,0.000899,0.489591945,0.192257741,0.583208653,1
583,0.806433007,0.312015779,0.390081262,0.328609176,0.220957296,0.574170487,0.10097856,0.0,0.0311,0.0511,0.0759,0.0281,0.0751,0.187668418,0.128135499,0.0597,0.0263,0.152126484,0.101349514,0.0213,0.192056914,0.0136,0.104272273,0.0663,0.13059452,0.158757243,0.0327,0.443198549,0.000101,0.43346382,0.0568,0.33111417,0
584,0.44948932,0.194850949,0.270108938,0.242759558,0.0579,0.361937001,0.124631582,1.0,0.125093355,0.0724,0.0,0.116324968,0.302543257,0.27539245,0.0251,0.0,0.0,0.0,0.14766951,0.0,0.0,0.0449,0.286839259,0.0376,0.233917263,0.0,0.0471,0.335155958,0.000367,0.536391944,0.434817053,0.761234853,0
585,0.697244493,0.225398204,0.24912701,0.266565647,0.127705228,0.527457261,0.104179657,1.0,0.244794691,0.0674,0.0759,0.0562,0.0403,0.142876521,0.128135499,0.0254,0.0375,0.152126484,0.0117,0.0213,0.166666669,0.0271,0.104272273,0.106700222,0.160309456,0.158757243,0.0411,0.406708296,0.000132,0.565060672,0.190029579,0.578151757,1
586,0.821491206,0.172263203,0.315578512,0.459023325,0.193446121,0.362001829,0.103894858,1.0,0.0311,0.0927,0.0958,0.00923,0.0436,0.118199086,0.184166903,0.0812,0.0887,0.152126484,0.0783,0.0499,0.166666669,0.0675,0.124110608,0.14153905,0.0863,0.332240498,0.0372,0.335155958,0.000219,0.526080019,0.1418111,0.566777312,1
587,0.732425858,0.307739046,0.32518191,0.311880439,0.163865297,0.50222499,0.109317697,1.0,0.0861,0.0467,0.0759,0.0711,0.0,0.172720424,0.21247002,0.103684019,0.179620445,0.152126484,0.0885,0.0213,0.334227261,0.243466319,0.0521,0.15957309,0.0943,0.158757243,0.0406,0.4343265,0.000125,0.47216544,0.12902044,0.56408778,1
588,0.454949812,0.126540151,0.158882082,0.0816,0.0658,0.544963365,0.31131074,0.0,0.389636802,0.108082212,0.0,0.16969133,0.379857584,0.390321135,0.088,0.117426033,0.0,0.0,0.351904398,0.0,0.0577,0.0,0.303041289,0.0878,0.390645975,0.0,0.226289161,0.438185061,0.00327,0.701016749,0.418387865,0.64086086,0
589,0.44420664,0.114169896,0.292319768,0.227861373,0.0844,0.586001152,0.120567531,1.0,0.0216,0.125666563,0.0,0.0885,0.337843379,0.276306989,0.0293,0.0391,0.0,0.0,0.0,0.0,0.0,0.0759,0.262490952,0.0293,0.215985004,0.0,0.0737,0.148117318,0.0065,0.540330919,0.304713267,0.658722218,1
590,0.616830418,0.129960415,0.23305641,0.165362661,0.127158177,0.57403201,0.169781803,1.0,0.159809273,0.0923,0.151829477,0.156216505,0.0751,0.283069647,0.256271002,0.0508,0.0527,0.304252973,0.0117,0.0427,0.333333344,0.103006647,0.267921809,0.132529254,0.212948735,0.317514491,0.0847,0.230971759,0.0105,0.549923143,0.17361957,0.576844699,1
591,0.489133199,0.103682419,0.304973023,0.351761949,0.0738,0.362033576,0.123692343,1.0,0.034,0.124115761,0.0,0.132616559,0.300305209,0.29836597,0.0502,0.0,0.0,0.0,0.0117,0.0,0.0,0.0898,0.410028954,0.0753,0.228850919,0.0,0.0559,0.263603621,0.000998,0.63888526,0.322186952,0.74735072,1
592,0.691717252,0.0667,0.27787845,0.310368307,0.129651666,0.359654983,0.34212723,1.0,0.114282111,0.232783655,0.16666667,0.350878112,0.0751,0.52884504,0.31959112,0.149913397,0.207793554,0.0758,0.259052677,0.216833361,0.0881,0.112644692,0.357892832,0.308588962,0.337336476,0.122684642,0.157567151,0.477105707,0.0116,0.803148231,0.203114804,0.340002394,1
593,0.48415921,0.296538533,0.264761646,0.216874937,0.0607,0.566283114,0.0453,0.0,0.0757,0.0,0.0,0.0,0.114852494,0.09,0.0512,0.0,0.0,0.0,0.141804444,0.0718,0.0144,0.0,0.0,0.0247,0.0659,0.103207611,0.0354,0.423024396,2.87e-06,0.287715317,0.309280236,0.703241793,0
594,0.590697259,0.215508083,0.21613936,0.133403297,0.132867341,0.552490287,0.270688462,0.0,0.195246987,0.12064581,0.16666667,0.0812,0.46665033,0.359451998,0.0607,0.0558,0.0288,0.0625,0.39167462,0.104940402,0.0144,0.0,0.191527891,0.038,0.322062528,0.0805,0.112664583,0.461944703,0.00039,0.683929394,0.324234638,0.665559705,0
595,0.417250228,0.345917756,0.149668342,0.143387707,0.0331,0.435209048,0.116139833,0.0,0.194602264,0.0,0.0,0.0605,0.229704985,0.179010941,0.000517,0.0,0.0,0.110146179,0.283608884,0.0,0.0878,0.0,0.0,0.0174,0.175631876,0.0,0.0868,0.45064243,1.8e-05,0.475077136,0.783902258,0.747105029,0
596,0.574724751,0.125786167,0.0993,0.0581,0.0952,0.515958926,0.244525273,0.0,0.304172037,0.171214994,0.16666667,0.230535555,0.0375,0.294761936,0.120935885,0.0949,0.102769804,0.110146179,0.150353309,0.104940402,0.0289,0.0232,0.211531492,0.103966914,0.338675631,0.0805,0.113767504,0.302524436,0.00375,0.620037125,0.293859155,0.598943174,0
597,0.687996628,0.240255675,0.305693827,0.310801605,0.177726254,0.556502386,0.0716,1.0,0.0806,0.0673,0.16666667,0.00506,0.0,0.0844,0.0607,0.0558,0.0288,0.119794754,0.0833,0.104940402,0.0,0.0,0.0261,0.038,0.0948,0.0805,0.0205,0.351472058,2.8e-05,0.385668491,0.180105384,0.666720108,1
598,0.578295074,0.144775679,0.234163562,0.249576324,0.0903,0.360596864,0.131085709,1.0,0.0834,0.157480949,0.0,0.19355775,0.0375,0.198628913,0.0602,0.0,0.0669,0.0625,0.0997,0.0,0.0,0.290948605,0.205014485,0.106006054,0.200836725,0.0,0.0594,0.291221824,0.00124,0.575788688,0.322132367,0.675623294,1
599,0.751084159,0.278698059,0.34686523,0.366189388,0.417698874,0.556776573,0.116085478,0.0,0.00571,0.0569,0.0,0.1,0.133627822,0.182199456,0.0607,0.0558,0.0288,0.0625,0.19553777,0.104940402,0.0,0.0,0.0,0.038,0.122896602,0.0805,0.0674,0.379090093,2.75e-05,0.327808131,0.219721517,0.665399835,1
600,0.733163878,0.143041271,0.310331108,0.2991564,0.164589587,0.576206632,0.276490619,0.0,0.0705,0.208859546,0.0,0.147195232,0.112614459,0.373918164,0.348248703,0.0709,0.35802132,0.0,0.164690154,0.290008684,0.0101,0.0524,0.182476472,0.222265618,0.225181857,0.10773246,0.128765489,0.474674806,0.00275,0.653689122,0.16028404,0.337148435,0
601,0.458535885,0.133358783,0.304899201,0.329457174,0.0619,0.362090407,0.104838817,1.0,0.0494,0.103429798,0.0,0.109283044,0.307070215,0.272581295,0.0251,0.0,0.0,0.0,0.0768,0.0,0.0,0.0136,0.257150622,0.0376,0.21684701,0.0,0.0484,0.307537416,0.000335,0.599646748,0.371257158,0.748422568,1
602,0.510304405,0.152358679,0.279497354,0.274501981,0.0809,0.362001627,0.0825,1.0,0.0946,0.0724,0.0,0.0944,0.150152604,0.17103519,0.0256,0.0,0.0669,0.0,0.0176,0.0,0.0,0.129210093,0.258960902,0.055,0.163034533,0.0,0.0444,0.235985586,0.000699,0.493626577,0.328545892,0.753838544,1
603,0.775821703,0.13241136,0.412369223,0.376802858,0.176426611,0.574163915,0.178963207,1.0,0.145460248,0.102278712,0.151829477,0.112366266,0.133163794,0.282776828,0.256271002,0.0508,0.0527,0.304252973,0.140155521,0.0427,0.343481767,0.0271,0.208544548,0.132529254,0.215710094,0.317514491,0.0613,0.362773993,0.000615,0.660021616,0.139536222,0.577067681,1
604,0.704064022,0.208389571,0.367691206,0.341596839,0.137525836,0.574196345,0.0779,1.0,0.0,0.128751516,0.0,0.0654,0.0925,0.163402753,0.128135499,0.0595,0.0958,0.152126484,0.074,0.0213,0.166666669,0.0304,0.104272273,0.092,0.123704293,0.232128483,0.0343,0.335155789,0.000219,0.457722469,0.168344468,0.57376396,1
605,0.610961503,0.11354075,0.301603053,0.333598593,0.126376345,0.499830204,0.177550288,0.0,0.0168,0.151688866,0.146735246,0.112366266,0.353379884,0.361899761,0.154217253,0.0491,0.12874327,0.0,0.0892,0.215487044,0.0,0.10210308,0.286748747,0.0915,0.243754728,0.139740281,0.0788,0.274905724,0.0038,0.628623054,0.197577102,0.661128846,1
606,0.467245661,0.185649351,0.332599243,0.33421617,0.0696,0.542823726,0.0911,0.0,0.069,0.144626518,0.0,0.0332,0.300305209,0.202807142,0.00946,0.0,0.0,0.0,0.0112,0.0,0.0,0.0313,0.234612624,0.0133,0.20604013,0.0,0.0228,0.279919551,0.000239,0.495317599,0.349014391,0.757298185,0
